instance_id,width,optimizer,step,success_at_step,alpha,line_trials,projection_displacement,energy,gap,pstar,dominant_index,dominant_probability,dominant_gap,dominant_hamming,dominant_local_min,entropy,effective_support,gradient_rms,gradient_ratio,fisher_condition,fisher_rank,fisher_min_kept,fisher_max,theta_norm,theta_target_cosine,beta_projection,transverse_norm,transverse_ratio,update_norm,update_target_cosine,gradient_update_dot,update_fisher_target_cosine,initialization,seed
ct_w3_i1,3,projected_adam,100,False,,0,0.0,-10.535086165797743,2.4649138342022567,0.0511956769497143,64512,0.0511956769497143,0.0,0,True,6.89015314463679,982.5518782473368,0.2433483616216297,1.2671138121717602,1714.8495884019856,49,0.0055841595866341,9.57599376871052,10.662887240260662,1.0,1.589529380375865,1.7055569729570692e-15,1.5995264083045627e-16,0.0375312684985509,0.9999999999999998,-0.0102822728431859,1.0000000000000018,exact_target,-1
ct_w3_i1,3,projected_adam,150,False,,0,0.0,-11.000270256009388,1.9997297439906132,0.0947770713534986,64512,0.0947770713534986,0.0,0,True,6.088305821227901,440.67419749713184,0.2708095663149901,1.410104180111595,4331.7950404827,49,0.0025957963317689,11.244457676059824,12.519462085463251,1.0,1.8662912176551407,2.912087692897636e-15,2.326048573827268e-16,0.036579851631469,0.9999999999999998,-0.0083552791762806,0.9999999999999998,exact_target,-1
ct_w3_i1,3,projected_adam,199,False,,0,0.0,-11.368088144291994,1.6319118557080063,0.1522130085853887,64512,0.1522130085853887,0.0,0,True,5.355134988041623,211.69255038707723,0.2897243714244826,1.508593484288791,10619.824527506456,49,0.0011746289088248,12.474352896655825,14.274861447756637,1.0,2.1279707044383263,2.589462819655575e-15,1.8140020686943492e-16,0.0,,0.0,,exact_target,-1
ct_w3_i1,3,ray_projected,0,False,0.02,0,0.0,-9.206122912478785,3.793877087521217,0.0083075889408954,64512,0.0083075889408954,0.0,0,True,8.58446293921764,5347.919785927143,0.1920493323362521,1.0,272.32948610822024,49,0.0213600824898963,5.816980287702666,6.708203932499369,1.0,1.0,0.0,0.0,0.1341640786499874,1.0,-0.0553007655902366,1.0000000000000004,exact_target,-1
ct_w3_i1,3,ray_projected,50,False,0.02,0,0.0,-11.1962833311856,1.803716668814399,0.1221939655120473,64512,0.1221939655120473,0.0,0,True,5.709578953154523,301.74399317591275,0.2816540354330091,1.4665712814865266,6840.926310365736,49,0.0017435367983258,11.927406756757922,13.416407864998728,0.9999999999999996,1.999999999999998,1.6489708707808262e-14,1.2290703199943173e-15,0.1341640786499874,1.0,-0.028027373810615,1.0000000000000009,exact_target,-1
ct_w3_i1,3,ray_projected,100,False,0.02,0,0.0,-12.205098221927154,0.7949017780728465,0.4222274511775352,64512,0.4222274511775352,0.0,0,True,3.246916460531198,25.71093687027424,0.2711790527449458,1.412028094271884,206151.19345680528,49,6.145215748970919e-05,12.668435606999104,20.12461179749809,1.0,2.9999999999999982,2.7173034561617647e-14,1.3502389429939618e-15,0.1341640786499874,1.0,-0.0137085508173134,0.9999999999999988,exact_target,-1
ct_w3_i1,3,ray_projected,150,False,0.02,0,0.0,-12.67684333248572,0.3231566675142794,0.7153313124226832,64512,0.7153313124226832,0.0,0,True,1.6276361396519472,5.091824120045516,0.159867294413862,0.8324282749078044,5250987.610137902,49,1.4949278363797628e-06,7.849847546880396,26.83281572999749,1.0,4.000000000000003,1.7763568394002505e-15,6.620091075326057e-17,0.1341640786499874,1.0,-0.006029639568715,0.999999999999997,exact_target,-1
ct_w3_i1,3,ray_projected,199,False,,0,0.0,-12.873196696253297,0.1268033037467049,0.8792633321484894,64512,0.8792633321484894,0.0,0,True,0.7601512973097813,2.138599760411291,0.0730097213615177,0.3801612870680939,110154235.61821435,49,3.324015093276276e-08,3.661543417832557,33.40685558384684,0.9999999999999998,4.979999999999997,1.0401172267682599e-13,3.113484368972415e-15,0.0,,0.0,,exact_target,-1
ct_w3_i1,3,target_direction,0,False,0.02,0,0.0,-9.206122912478785,3.793877087521217,0.0083075889408954,64512,0.0083075889408954,0.0,0,True,8.58446293921764,5347.919785927143,0.1920493323362521,1.0,272.32948610822024,49,0.0213600824898963,5.816980287702666,6.708203932499369,1.0,1.0,0.0,0.0,0.1341640786499874,1.0,-0.0553007655902366,1.0000000000000004,exact_target,-1
ct_w3_i1,3,target_direction,50,False,0.02,0,0.0,-11.1962833311856,1.803716668814399,0.1221939655120473,64512,0.1221939655120473,0.0,0,True,5.709578953154523,301.74399317591275,0.2816540354330091,1.4665712814865266,6840.926310365736,49,0.0017435367983258,11.927406756757922,13.416407864998728,0.9999999999999996,1.999999999999998,1.6489708707808262e-14,1.2290703199943173e-15,0.1341640786499874,1.0,-0.028027373810615,1.0000000000000009,exact_target,-1
ct_w3_i1,3,target_direction,100,False,0.02,0,0.0,-12.205098221927154,0.7949017780728465,0.4222274511775352,64512,0.4222274511775352,0.0,0,True,3.246916460531198,25.71093687027424,0.2711790527449458,1.412028094271884,206151.19345680528,49,6.145215748970919e-05,12.668435606999104,20.12461179749809,1.0,2.9999999999999982,2.7173034561617647e-14,1.3502389429939618e-15,0.1341640786499874,1.0,-0.0137085508173134,0.9999999999999988,exact_target,-1
