instance_id,width,optimizer,success,first_success,minimum_gap,final_gap,gradient_evaluations,projection_displacement,initialization,seed
ct_w3_i4,3,adam,False,-1,1.008758828333761,1.008758828333761,200,0.0,target_biased,0
ct_w3_i4,3,armijo_gd,True,7,0.0916364500170807,0.0916364500170807,15,0.0,target_biased,0
ct_w3_i4,3,diagonal_fisher,True,3,0.051518058708794,0.051518058708794,7,0.0,target_biased,0
ct_w3_i4,3,exact_natural,True,6,0.059732235717659,0.059732235717659,13,0.0,target_biased,0
ct_w3_i4,3,projected_adam,False,-1,2.0040897799044632,2.0040897799044632,200,0.0,target_biased,0
ct_w3_i4,3,ray_projected,False,-1,0.2497015690994999,0.2497015690994999,200,2.0097643314212283,target_biased,0
ct_w3_i4,3,target_direction,False,-1,0.3476730502057421,0.3476730502057421,200,0.0,target_biased,0
ct_w3_i4,3,adam,False,-1,1.0105598608539612,1.0105598608539612,200,0.0,target_biased,19
ct_w3_i4,3,armijo_gd,False,-1,1.003382865474853,1.003382865474853,399,0.0,target_biased,19
ct_w3_i4,3,diagonal_fisher,False,-1,1.0000000045587374,1.0000000045587374,399,0.0,target_biased,19
ct_w3_i4,3,exact_natural,True,7,0.0466481934640921,0.0466481934640921,15,0.0,target_biased,19
