instance_id,instance_width,split,graph,seed,budget,success,first_success_step,minimum_gap,final_gap,final_pstar,final_dominant_probability,final_dominant_gap,final_dominant_hamming,final_dominant_local_min,final_gradient_rms,final_fisher_condition,final_fisher_rank,gradient_evaluations,iterations,mean_accepted_alpha,minimum_accepted_alpha,first_direction_cosine_exact_natural,first_direction_cosine_projected_target,final_target_beta,final_transverse_norm,initial_target_beta
ct_w3_i1,3,calibration,width2,0,200,1,10.0,0.054527374786456306,0.054527374786456306,0.9497073301039263,0.9497073301039263,0.0,0,1,0.032637010043633875,30068841902.257065,45,22,11,1.0,1.0,1.0,0.9833157447289704,5.9529924203335325,7.356819090180408,1.071903040542432
ct_w3_i1,3,calibration,width2,19,200,1,12.0,0.0704612261308899,0.0704612261308899,0.9308576140255219,0.9308576140255219,0.0,0,1,0.04679193770724083,47441347333.66637,45,26,13,1.0,1.0,1.0,0.9875819178574979,6.649938996706866,8.204870932636792,0.9286235674970483
ct_w3_i1,3,calibration,width2,42,200,1,9.0,0.08137797093559662,0.08137797093559662,0.9211133337938293,0.9211133337938293,0.0,0,1,0.03947148694975931,2823440985.5762944,45,20,10,1.0,1.0,1.0,0.9928636831311851,5.391500172261001,5.580244479647623,0.9656560595663073
ct_w3_i1,3,calibration,width2,50,200,1,11.0,0.05763866721021138,0.05763866721021138,0.9430520635255324,0.9430520635255324,0.0,0,1,0.06092328972891124,46244461565.85729,45,24,12,1.0,1.0,1.0,0.9842492144088845,6.210201196927903,9.269831662853896,1.0714278223018505
ct_w3_i1,3,calibration,width2,101,200,1,12.0,0.06696134112686103,0.06696134112686103,0.9335646368859312,0.9335646368859312,0.0,0,1,0.06230990364265927,19982411493.32901,45,26,13,1.0,1.0,1.0,0.9857842760268766,6.551151259041787,9.343173154607777,1.0502672546895413
ct_w3_i1,3,calibration,width3,0,200,1,11.0,0.06663441588292152,0.06663441588292152,0.934312099656592,0.934312099656592,0.0,0,1,0.05199306164940988,18365225884.49559,49,24,12,1.0,1.0,1.0,0.9999999999999999,6.5733690083744944,1.8138498611689076,1.0733690083746845
ct_w3_i1,3,calibration,width3,19,200,1,11.0,0.08107515959346223,0.08107515959346223,0.9204986992126999,0.9204986992126999,0.0,0,1,0.07157266250028337,5930269151.1938505,49,24,12,1.0,1.0,1.0,0.9999999999999999,6.442524060802675,1.9113383652569615,0.9425240608026739
ct_w3_i1,3,calibration,width3,42,200,1,10.0,0.09898132952923255,0.09898132952923255,0.902897575528703,0.902897575528703,0.0,0,1,0.05596991834516584,2172033164.659292,49,22,11,1.0,1.0,1.0,1.0,5.958222434493097,1.6351643772168325,0.9582224344930972
ct_w3_i1,3,calibration,width3,50,200,1,13.0,0.08734558734472131,0.08734558734472131,0.9130224255872782,0.9130224255872782,0.0,0,1,0.10289482580425026,24023673187.84139,49,28,14,1.0,1.0,1.0,0.9999999999999999,7.460877723449483,2.516127063237432,1.0669364504149408
ct_w3_i1,3,calibration,width3,101,200,1,14.0,0.08300056271792933,0.08300056271792933,0.9174061988614669,0.9174061988614669,0.0,0,1,0.09004122152318124,29130039533.6816,49,30,15,1.0,1.0,1.0,1.0,7.952817927211689,3.0310564665999205,1.0446737201584415
ct_w3_i2,3,evaluation,chain,0,200,0,,1.0000000000029647,1.0000000000029647,5.626871358121231e-33,0.9898620838807617,1.0,4,1,8.013130770508798e-13,657943124999.6217,12,78,39,1.0,1.0,1.0,-0.40902353161556637,2.4986285603594194,35.12305559831316,1.0426874457398723
ct_w3_i2,3,evaluation,chain,19,200,0,,2.0000000000334186,2.0000000000334186,3.806676029524646e-40,0.8309149709038735,2.0,6,1,8.550421895351987e-12,935056451258.2341,14,98,49,1.0,1.0,1.0,-0.34308658765570677,2.788116792078536,30.388244976517345,0.9665003432286984
