instance_id,width,split,parameter_seed,sample_budget,method,stream_seed,success,first_success_step,minimum_gap,final_gap,final_pstar,final_dominant_probability,final_fisher_condition,final_gradient_rms_ratio,final_trap,sample_batches,total_samples,first_direction_cosine,first_direction_relative_error,first_sample_rank,maximum_sample_identity_residual,parameter_dimension,stored_metric_entries
ct_w3_i4,3,evaluation,101,1024,sampled_full_fisher,9315194753425354323,1,8.0,0.0748422389706036,0.0748422389706036,0.9337505781493723,0.9337505781493723,,0.2534359435473354,0,8,8192,0.9999999999999998,2.158126565195977e-09,46,0.0,46,1081
ct_w3_i4,3,evaluation,101,1024,ray_plus_residual,9315194753425354323,1,6.0,0.08958194260137553,0.08958194260137553,0.9153442234998332,0.9153442234998332,,0.23884649751909284,0,6,6144,0.9787726805037276,0.20939373923102375,46,0.0,46,601
ct_w3_i4,3,evaluation,0,4096,sampled_adam,534358759970153711,0,,1.0091913567434254,1.0091913567434254,3.901852983946071e-14,0.9781779732654632,408579320.19426167,0.009795046420867967,1,199,815104,0.28232983270129897,0.9877062531997517,46,0.0,46,92
ct_w3_i4,3,evaluation,0,4096,sampled_diagonal_fisher,534358759970153711,1,3.0,0.05496937565468407,0.05496937565468407,0.9471366424027061,0.9471366424027061,,0.08848371048487742,0,3,12288,0.34955117294986016,0.9519770687463291,46,0.0,46,46
ct_w3_i4,3,evaluation,0,4096,sampled_two_block_fisher,534358759970153711,1,5.0,0.020457234792843337,0.020457234792843337,0.9826803679296358,0.9826803679296358,,0.04439813006843834,0,5,20480,0.5571764736613358,0.8305513243882775,46,0.0,46,601
ct_w3_i4,3,evaluation,0,4096,sampled_full_fisher,534358759970153711,1,10.0,0.04383085922088803,0.04383085922088803,0.9598235614841867,0.9598235614841867,,0.20978386348901434,0,10,40960,0.9999999999999998,1.9827774617714845e-09,46,0.0,46,1081
ct_w3_i4,3,evaluation,0,4096,ray_plus_residual,534358759970153711,1,6.0,0.0453884921390415,0.0453884921390415,0.9567504200598017,0.9567504200598017,,0.15418906787187822,0,6,24576,0.9789589582079095,0.20844310235087737,46,0.0,46,601
ct_w3_i4,3,evaluation,19,4096,sampled_adam,16542925619573329179,0,,1.0104488765238475,1.0104488765238475,4.3275262703411773e-16,0.9901614152901467,2339534148.342011,0.00888686033283554,1,199,815104,0.25666347828770003,0.9889326990264058,46,0.0,46,92
ct_w3_i4,3,evaluation,19,4096,sampled_diagonal_fisher,16542925619573329179,0,,1.0000027045475246,1.0000027045475246,8.218634215690237e-36,0.9156677946428505,767485831152.0148,2.732036992783685e-06,1,199,815104,0.4486748052935254,0.9286258484442473,46,0.0,46,46
ct_w3_i4,3,evaluation,19,4096,sampled_two_block_fisher,16542925619573329179,1,10.0,0.031194491629781496,0.031194491629781496,0.9708231606780079,0.9708231606780079,,0.12369514383084704,0,10,40960,0.49754102848713755,0.8922760584285736,46,0.0,46,601
ct_w3_i4,3,evaluation,19,4096,sampled_full_fisher,16542925619573329179,1,10.0,0.04151464171464525,0.04151464171464525,0.959278535570701,0.959278535570701,,0.18933963678110727,0,10,40960,0.9999999999999998,4.543001484536315e-09,46,0.0,46,1081
ct_w3_i4,3,evaluation,19,4096,ray_plus_residual,16542925619573329179,1,7.0,0.061068807580399564,0.061068807580399564,0.9409844163356278,0.9409844163356278,,0.20980948903207428,0,7,28672,0.9803887314023636,0.2010155971312303,46,0.0,46,601
ct_w3_i4,3,evaluation,42,4096,sampled_adam,11846756143333499435,0,,1.0119435756106672,1.0119435756106672,3.1670003163989404e-11,0.9862761710541802,303236127.1460559,0.011049748482426097,1,199,815104,0.23099714909248603,0.9901576254955474,46,0.0,46,92
ct_w3_i4,3,evaluation,42,4096,sampled_diagonal_fisher,11846756143333499435,0,,1.0000027781635943,1.0000027781635943,8.748766986059972e-26,0.9890268361783554,856648169200.0859,3.508753565317324e-06,1,199,815104,0.3318704266796062,0.9787984309798983,46,0.0,46,46
ct_w3_i4,3,evaluation,42,4096,sampled_two_block_fisher,11846756143333499435,0,,1.0000112663054637,1.0000112663054637,1.0442523756102408e-18,0.8158607799931443,,2.1914197845685324e-05,0,199,815104,0.5309809056617633,0.8484834441815561,46,0.0,46,601
ct_w3_i4,3,evaluation,42,4096,sampled_full_fisher,11846756143333499435,1,11.0,0.0901325355454734,0.0901325355454734,0.9124552586823943,0.9124552586823943,,0.3601553915982058,0,11,45056,1.0,1.7351683913769345e-09,46,0.0,46,1081
ct_w3_i4,3,evaluation,42,4096,ray_plus_residual,11846756143333499435,1,7.0,0.04028499979031963,0.04028499979031963,0.9613805681617942,0.9613805681617942,,0.12627619278559454,0,7,28672,0.9786802197058654,0.20986419886277283,46,0.0,46,601
ct_w3_i4,3,evaluation,50,4096,sampled_adam,13816528251692811472,1,45.0,0.09812260234606818,0.09812260234606818,0.9136268719562518,0.9136268719562518,,0.09302448068784804,0,45,184320,0.17966442609151662,0.9926029499035723,46,0.0,46,92
ct_w3_i4,3,evaluation,50,4096,sampled_diagonal_fisher,13816528251692811472,1,3.0,0.01621660693024829,0.01621660693024829,0.9839910148144921,0.9839910148144921,,0.023196150854663696,0,3,12288,0.34061194820708507,0.9718785726374227,46,0.0,46,46
ct_w3_i4,3,evaluation,50,4096,sampled_two_block_fisher,13816528251692811472,1,3.0,0.06561281755004522,0.06561281755004522,0.9387125633482515,0.9387125633482515,,0.07066215072452722,0,3,12288,0.5234453891683517,0.8531480507951289,46,0.0,46,601
ct_w3_i4,3,evaluation,50,4096,sampled_full_fisher,13816528251692811472,1,8.0,0.06873479779010516,0.06873479779010516,0.937608933137964,0.937608933137964,,0.19057525377200413,0,8,32768,1.0,1.6518746453508583e-09,46,0.0,46,1081
ct_w3_i4,3,evaluation,50,4096,ray_plus_residual,13816528251692811472,1,5.0,0.06788325117868332,0.06788325117868332,0.9367513100913397,0.9367513100913397,,0.10064334764038091,0,5,20480,0.9783801194345665,0.21138486820935473,46,0.0,46,601
ct_w3_i4,3,evaluation,101,4096,sampled_adam,312779398363046296,1,54.0,0.09692994068862326,0.09692994068862326,0.9096984347900692,0.9096984347900692,,0.1449623708706949,0,54,221184,0.2309971903554664,0.9901576236761044,46,0.0,46,92
ct_w3_i4,3,evaluation,101,4096,sampled_diagonal_fisher,312779398363046296,1,4.0,0.029459736612121645,0.029459736612121645,0.9710796747781988,0.9710796747781988,,0.08036368175780004,0,4,16384,0.37091101989909864,0.9355240733753291,46,0.0,46,46
