instance_id,checkpoint,sample_replicate,sample_budget,method,stream_seed,success,first_success_step,minimum_gap,final_gap,final_pstar,final_dominant_probability,final_fisher_condition,final_gradient_rms_ratio,final_trap,sample_batches,total_samples,first_direction_cosine,first_direction_relative_error,first_sample_rank,maximum_sample_identity_residual,parameter_dimension,stored_metric_entries
ct_w6_i1,199,0,64,ray_plus_residual,6339652473163651937,1,19.0,0.0749022366038794,0.0749022366038794,0.9251003840710748,0.9251003840710748,,54.67977714582129,0,19,1216,0.9794975505576105,0.20567286835905985,3,0.0,52,802
ct_w6_i1,199,1,64,sampled_adam,5591386722200647369,0,,1.0007593319556314,1.0007593319556314,6.275856149892724e-13,0.597775587423015,,0.18132486529739905,0,199,12736,0.021780646708710053,0.9997935172600917,3,0.0,52,104
ct_w6_i1,199,1,64,sampled_full_fisher,5591386722200647369,0,,1.0005073539737221,1.0005073539737221,6.129788080199592e-13,0.9685771320095645,26916806718.481102,0.0869837858775918,1,199,12736,0.06350043940393367,0.9999999522601286,3,0.0,52,1378
ct_w6_i1,199,1,64,ray_plus_residual,5591386722200647369,1,19.0,0.05540520383987335,0.05540520383987335,0.9445977000539737,0.9445977000539737,,40.13668658669753,0,19,1216,0.9786690037923327,0.2099212050962938,3,0.0,52,802
ct_w6_i1,199,2,64,sampled_adam,8308338695404359699,0,,1.0008146888851854,1.0008146888851854,5.223682421458143e-12,0.9334871575244122,,0.12988109229763578,0,199,12736,0.05679627429836734,0.9989672079037957,2,0.0,52,104
ct_w6_i1,199,2,64,sampled_full_fisher,8308338695404359699,0,,1.0006658911456388,1.0006658911456388,7.536233039248234e-12,0.9767287342727168,,0.11875639385907429,0,199,12736,0.08032172431256124,1.0000000335066361,2,0.0,52,1378
ct_w6_i1,199,2,64,ray_plus_residual,8308338695404359699,1,19.0,0.07862051970137962,0.07862051970137962,0.9213848226221051,0.9213848226221051,,56.528570228098566,0,19,1216,0.9803090719691445,0.2014357543398899,2,0.0,52,802
ct_w6_i1,199,3,64,sampled_adam,17786082893312629702,0,,1.0007374172492138,1.0007374172492138,4.966153889583858e-12,0.9763097593565027,,0.11449893183686008,0,199,12736,,1.0,3,0.0,52,104
ct_w6_i1,199,3,64,sampled_full_fisher,17786082893312629702,0,,1.0004408383255896,1.0004408383255896,8.982121209955462e-13,0.9735533468906734,70377537838.32567,0.08164208458282284,1,199,12736,,1.0,3,0.0,52,1378
ct_w6_i1,199,3,64,ray_plus_residual,17786082893312629702,1,19.0,0.05855742269239528,0.05855742269239528,0.9414460647246822,0.9414460647246822,,41.358700992300136,0,19,1216,0.9970847042368043,0.07652573321952114,3,0.0,52,802
